source_db,title,authors,year,venue,doi,url,abstract,publisher,retrieved_via
Other (via OpenAlex),Behavior Discovery and Attribution for Explainable Reinforcement Learning,Rishav Rishav,2026,Open MIND,10.11575/prism/51195,https://openalex.org/W7140284977,"Building trust in reinforcement learning (RL) agents requires understanding why they make certain decisions, especially in high-stakes applications like robotics, healthcare, and finance. As RL systems are increasingly deployed in real-world settings, the needfor interpretable explanations of agent behavior becomes critical for debugging, verification, and human oversight. Existing explainability methods often focus on single states or entire trajectories, either providing only local, step-wise insights or attributing decisions to coarse, episode-level summaries. Both approaches miss the recurring strategies and temporally extended patterns that actually drive agent behavior across multiple decisions. State-level explanations fail to capture the broader context of why an agent follows a particular strategy, while trajectory-level explanations cannot pinpoint which specific behavioral pattern is responsible for a given action. This thesis addresses this gap by proposing a fully offline, reward-free framework for behavior discovery and segmentation, enabling the attribution of actions to meaningful and interpretable behavior segments that capture recurring patterns appearing across multiple trajectories. The approach consists of three stages: (1) a transformer-based Vector Quantized Variational Autoencoder (VQ-VAE) that discretizes state-action sequences into a learned codebook of latent representations, (2) a graph-based spectral clustering algorithm that segments these discrete codes into coherent behavior clusters based on both transition frequency and latent similarity, and (3) behavior cloning models trained on each cluster that enable fine-grained attribution of individual actions to discovered behaviors. I evaluate the framework on four diverse offline RL environments spanning continuous control (HalfCheetah, Pen manipulation), discrete navigation (MiniGrid), and visual domains (Seaquest). Quantitative evaluations demonstrate that the approach discovers semantically meaningful behaviors and outperforms trajectory-level baselines in Average Fidelity Score, measuring how well attributed behaviors predict agent actions. A human study with 15 participants shows that users prefer behavior-based explanations over trajectory retrieval methods and can consistently interpret the discovered clusters. Ablation studies validate the importance of the hybrid graph weighting scheme and the choice of codebook size. The code is publicly available.",,openalex_api
arXiv,Causal State Distillation for Explainable Reinforcement Learning,Wenhao Lu; Xufeng Zhao; Thilo Fryen; Jae Hee Lee; Mengdi Li; Sven Magg; Stefan Wermter,2023,arXiv (Cornell University),10.48550/arxiv.2401.00104,https://openalex.org/W4390529028,"Reinforcement learning (RL) is a powerful technique for training intelligent agents, but understanding why these agents make specific decisions can be quite challenging. This lack of transparency in RL models has been a long-standing problem, making it difficult for users to grasp the reasons behind an agent's behaviour. Various approaches have been explored to address this problem, with one promising avenue being reward decomposition (RD). RD is appealing as it sidesteps some of the concerns associated with other methods that attempt to rationalize an agent's behaviour in a post-hoc manner. RD works by exposing various facets of the rewards that contribute to the agent's objectives during training. However, RD alone has limitations as it primarily offers insights based on sub-rewards and does not delve into the intricate cause-and-effect relationships that occur within an RL agent's neural model. In this paper, we present an extension of RD that goes beyond sub-rewards to provide more informative explanations. Our approach is centred on a causal learning framework that leverages information-theoretic measures for explanation objectives that encourage three crucial properties of causal factors: causal sufficiency, sparseness, and orthogonality. These properties help us distill the cause-and-effect relationships between the agent's states and actions or rewards, allowing for a deeper understanding of its decision-making processes. Our framework is designed to generate local explanations and can be applied to a wide range of RL tasks with multiple reward channels. Through a series of experiments, we demonstrate that our approach offers more meaningful and insightful explanations for the agent's action selections.",Cornell University,openalex_api
Other (via OpenAlex),EXPLAINABLE REINFORCEMENT LEARNING FOR TRANSPARENT AUTONOMOUS DECISION SYSTEMS,Miruthula G,2026,,10.22541/au.177222571.15877912/v1,https://openalex.org/W7131904150,"Reinforcement Learning (RL) enables autonomous agents to learn optimal decision-making methods through their continuous interactions with changing environments. RL-based systems are widely used in fields including robotics and intelligent transportation and smart grid management and healthcare automation and industrial control systems. Most reinforcement learning models operate as black-box systems which identify actions without providing any explanation about their decision-making process. The lack of transparency results in decreased human trust toward autonomous systems while creating security risks and responsibility issues which impact critical autonomous systems. To solve this problem the paper introduces an Explainable Reinforcement Learning XRL system which improves visibility for autonomous decision-making processes. The proposed framework extends standard reinforcement learning systems through its additional explanation generation module which explains system activities by analysing state importance and reward assessment. The system generates understandable explanations for every automated decision by examining state-action value distributions and assessment of policy confidence levels. The system includes attention-based state highlighting and reward decomposition analysis as visual tools to explain decision-making processes. The system uses transparency-aware evaluation metrics to measure three aspects of system performance which are interpretability, explanation consistency, and user trust. The framework operates in a simulated autonomous navigation environment which enables performance testing through comparisons to standard RL implementations. The XRL model provides equivalent reward results to existing solutions yet it boosts interpretability and decision-making understanding without requiring extra computing resources. The results demonstrate that explainability should become a fundamental component of reinforcement learning development to establish dependable and accountable autonomous systems. The proposed approach establishes a connection between advanced learning systems and decision-making methods which humans can comprehend. The research team plans to create two new research paths which involve extending existing frameworks to deep reinforcement learning systems and testing them in safety-critical environments",,openalex_api
ACM Digital Library (via OpenAlex),Explainable Reinforcement Learning: A Survey and Comparative Review,Stephanie Milani; Nicholay Topin; Manuela Veloso; Fei Fang,2023,ACM Computing Surveys,10.1145/3616864,https://openalex.org/W4386193536,"Explainable reinforcement learning (XRL) is an emerging subfield of explainable machine learning that has attracted considerable attention in recent years. The goal of XRL is to elucidate the decision-making process of reinforcement learning (RL) agents in sequential decision-making settings. Equipped with this information, practitioners can better understand important questions about RL agents (especially those deployed in the real world), such as what the agents will do and why. Despite increased interest, there exists a gap in the literature for organizing the plethora of papers—especially in a way that centers the sequential decision-making nature of the problem. In this survey, we propose a novel taxonomy for organizing the XRL literature that prioritizes the RL setting. We propose three high-level categories: feature importance, learning process and Markov decision process, and policy-level. We overview techniques according to this taxonomy, highlighting challenges and opportunities for future work. We conclude by using these gaps to motivate and outline a roadmap for future work.",Association for Computing Machinery,openalex_api
SpringerLink (via OpenAlex),Explainable reinforcement learning (XRL): a systematic literature review and taxonomy,Yanzhe Bekkemoen,2023,Machine Learning,10.1007/s10994-023-06479-7,https://openalex.org/W4389131286,"Abstract In recent years, reinforcement learning (RL) systems have shown impressive performance and remarkable achievements. Many achievements can be attributed to combining RL with deep learning. However, those systems lack explainability, which refers to our understanding of the system’s decision-making process. In response to this challenge, the new explainable RL (XRL) field has emerged and grown rapidly to help us understand RL systems. This systematic literature review aims to give a unified view of the field by reviewing ten existing XRL literature reviews and 189 XRL studies from the past five years. Furthermore, we seek to organize these studies into a new taxonomy, discuss each area in detail, and draw connections between methods and stakeholder questions (e.g., “how can I get the agent to do _?”). Finally, we look at the research trends in XRL, recommend XRL methods, and present some exciting research directions for future research. We hope stakeholders, such as RL researchers and practitioners, will utilize this literature review as a comprehensive resource to overview existing state-of-the-art XRL methods. Additionally, we strive to help find research gaps and quickly identify methods that answer stakeholder questions.",Springer Science+Business Media,openalex_api
Other (via OpenAlex),"EXPLAINABLE REINFORCEMENT LEARNING FOR HIGH-STAKES DECISION SYSTEMS DEVELOPING INTERPRETABLE RL MODELS FOR AUTONOMOUS VEHICLES, HEALTHCARE, OR FINANCE",Sai Srinivas Matta; Manish Bolli,2022,,10.63125/53crx355,https://openalex.org/W4415994108,"The study on Explainable Reinforcement Learning (XRL) for High-Stakes Decision Systems: Developing Interpretable RL Models for Autonomous Vehicles, Healthcare, or Finance had been conducted to investigate how interpretability in reinforcement learning enhances performance, trust, and accountability in critical decision-making environments. This research had reviewed and synthesized findings from 126 peer-reviewed papers spanning the past decade, focusing on the integration of explain ability mechanisms into reinforcement learning models applied to safety-critical and ethically sensitive domains. The study aimed to identify quantitative relationships between key explain ability constructs—fidelity, stability, and comprehensibility—and measurable human or system outcomes such as decision accuracy, response time, trust calibration, and accountability perception. Using a mixed quantitative framework, the research combined simulation-based performance data, human-centered evaluation metrics, and statistical modeling to assess how explainable RL architectures perform compared to non-explainable counterparts. The findings revealed that explainable reinforcement learning models consistently outperformed traditional opaque systems across all three domains. In autonomous vehicles, explanations improved driver response times and reduced intervention rates; in healthcare, they enhanced clinician confidence and treatment decision accuracy; and in finance, they improved risk-adjusted returns and investor trust. Regression and correlation analyses demonstrated that explanation fidelity strongly predicted decision accuracy, while explanation stability and comprehensibility were significant predictors of trust and accountability. Furthermore, repeated-measures ANOVA confirmed statistically significant improvements in user trust and performance under explainable conditions, supported by large effect sizes. The study also identified several persistent challenges, including the trade-off between interpretability and performance, variability in user comprehension, and limitations in real-time explanation delivery. Overall, the review and empirical analysis provided a comprehensive understanding of how explainable reinforcement learning contributes to safer, more transparent, and ethically accountable AI-driven decision systems. The insights derived from the 126 reviewed studies establish a robust foundation for developing future XRL frameworks capable of balancing performance optimization with human interpretability in complex, high-stakes environments such as autonomous vehicles, clinical systems, and financial analytics.",,openalex_api
ACM Digital Library (via OpenAlex),Explainable Reinforcement Learning: A Survey and Comparative Review,Stephanie Milani; Nicholay Topin; Manuela Veloso; Fei Fang,2023,ACM Computing Surveys,10.1145/3616864,https://openalex.org/W4386193536,"Explainable reinforcement learning (XRL) is an emerging subfield of explainable machine learning that has attracted considerable attention in recent years. The goal of XRL is to elucidate the decision-making process of reinforcement learning (RL) agents in sequential decision-making settings. Equipped with this information, practitioners can better understand important questions about RL agents (especially those deployed in the real world), such as what the agents will do and why. Despite increased interest, there exists a gap in the literature for organizing the plethora of papers—especially in a way that centers the sequential decision-making nature of the problem. In this survey, we propose a novel taxonomy for organizing the XRL literature that prioritizes the RL setting. We propose three high-level categories: feature importance, learning process and Markov decision process, and policy-level. We overview techniques according to this taxonomy, highlighting challenges and opportunities for future work. We conclude by using these gaps to motivate and outline a roadmap for future work.",Association for Computing Machinery,openalex_api
ACM Digital Library (via OpenAlex),Explainable Reinforcement Learning: A Survey and Comparative Review,Stephanie Milani; Nicholay Topin; Manuela Veloso; Fei Fang,2023,ACM Computing Surveys,10.1145/3616864,https://openalex.org/W4386193536,"Explainable reinforcement learning (XRL) is an emerging subfield of explainable machine learning that has attracted considerable attention in recent years. The goal of XRL is to elucidate the decision-making process of reinforcement learning (RL) agents in sequential decision-making settings. Equipped with this information, practitioners can better understand important questions about RL agents (especially those deployed in the real world), such as what the agents will do and why. Despite increased interest, there exists a gap in the literature for organizing the plethora of papers—especially in a way that centers the sequential decision-making nature of the problem. In this survey, we propose a novel taxonomy for organizing the XRL literature that prioritizes the RL setting. We propose three high-level categories: feature importance, learning process and Markov decision process, and policy-level. We overview techniques according to this taxonomy, highlighting challenges and opportunities for future work. We conclude by using these gaps to motivate and outline a roadmap for future work.",Association for Computing Machinery,openalex_api
SpringerLink (via OpenAlex),Surrogate Fitness Metrics for Interpretable Reinforcement Learning,Philipp J. Altmann; Céline Davignon; Maximilian Zorn; Fabian Ritz; Claudia Linnhoff-Popien; Thomas Gabor,2026,SN Computer Science,10.1007/s42979-026-04884-y,https://openalex.org/W7143309907,"Abstract We employ an evolutionary optimization framework that perturbs initial states to generate informative and diverse reinforcement learning (RL) policy demonstrations. A surrogate fitness function guides the optimization by combining local diversity, behavioral certainty, and global population diversity. To assess demonstration quality, we apply a set of evaluation metrics, including the reward-based optimality gap, fidelity interquartile means (IQMs), fitness composition analysis, and trajectory visualizations. Hyperparameter sensitivity is also examined to better understand the dynamics of trajectory optimization. Our findings demonstrate that optimizing trajectory selection via surrogate fitness metrics significantly improves the interpretability of RL policies in both discrete and continuous environments. In gridworld domains, evaluations reveal significantly enhanced demonstration fidelities compared to random and ablated baselines. In continuous control, the proposed framework provides valuable insights, particularly for early-stage policies, whereas fidelity-based optimization is more effective for mature policies. By refining and systematically analyzing surrogate fitness functions, this study advances the interpretability of RL models. The proposed improvements provide deeper insights into RL decision-making, benefiting applications in safety-critical and explainability-focused domains.",Springer Nature,openalex_api
Other (via OpenAlex),An Exploratory Reinforcement Learning Simulation Framework for Studying Antimicrobial Resistance Dynamics Under Copper Exposure,Hayden D. Hedman,2026,Applied Biosciences,10.3390/applbiosci5020038,https://openalex.org/W7160079819,"This study presents an exploratory reinforcement learning (RL)-based simulation framework for examining antimicrobial resistance (AMR) dynamics under repeated exposure to a non-antibiotic stressor, using copper as a simplified model compound. The objective is not to provide mechanistic or predictive insight into microbial evolution, but to evaluate how alternative sequential decision-making strategies perform within a constrained and transparent simulation environment. Three agent strategies were compared: random action selection, a rule-based heuristic, and a tabular Q-learning agent. Simulations were conducted over fixed 40-cycle episodes in which agents adjusted copper exposure in response to evolving resistance-related state variables. Across experimental runs, the Q-learning agent exhibited lower cumulative resistance burden, measured by area under the curve (AUC) of minimum inhibitory concentration (MIC) trajectories for chloramphenicol and polymyxin B, while maintaining lower cumulative copper exposure relative to baseline strategies. The rule-based agent demonstrated intermediate performance, whereas the random agent showed greater variability and less stable trajectories. These findings reflect differences in simulated control behavior within a simplified stochastic system. Overall, this work introduces an interpretable reinforcement learning simulation tool intended to support comparative evaluation of adaptive versus static strategies in antimicrobial pressure management under limited observability.",Multidisciplinary Digital Publishing Institute,openalex_api
SpringerLink (via OpenAlex),Explainable reinforcement learning (XRL): a systematic literature review and taxonomy,Yanzhe Bekkemoen,2023,Machine Learning,10.1007/s10994-023-06479-7,https://openalex.org/W4389131286,"Abstract In recent years, reinforcement learning (RL) systems have shown impressive performance and remarkable achievements. Many achievements can be attributed to combining RL with deep learning. However, those systems lack explainability, which refers to our understanding of the system’s decision-making process. In response to this challenge, the new explainable RL (XRL) field has emerged and grown rapidly to help us understand RL systems. This systematic literature review aims to give a unified view of the field by reviewing ten existing XRL literature reviews and 189 XRL studies from the past five years. Furthermore, we seek to organize these studies into a new taxonomy, discuss each area in detail, and draw connections between methods and stakeholder questions (e.g., “how can I get the agent to do _?”). Finally, we look at the research trends in XRL, recommend XRL methods, and present some exciting research directions for future research. We hope stakeholders, such as RL researchers and practitioners, will utilize this literature review as a comprehensive resource to overview existing state-of-the-art XRL methods. Additionally, we strive to help find research gaps and quickly identify methods that answer stakeholder questions.",Springer Science+Business Media,openalex_api
Other (via OpenAlex),DisCo-DSO: Coupling Discrete and Continuous Optimization for Efficient Generative Design in Hybrid Spaces,Jacob F. Pettit; Chak Shing Lee; Jiachen Yang; A. Ho; Daniel Faissol; Brenden K. Petersen; Mikel Landajuela,2025,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v39i25.34919,https://openalex.org/W4409362019,"We consider the challenge of black-box optimization within hybrid discrete-continuous and variable-length spaces, a problem that arises in various applications, such as decision tree learning and symbolic regression. We propose DisCo-DSO (Discrete-Continuous Deep Symbolic Optimization), a novel approach that uses a generative model to learn a joint distribution over discrete and continuous design variables to sample new hybrid designs. In contrast to standard decoupled approaches, in which the discrete and continuous variables are optimized separately, our joint optimization approach uses fewer objective function evaluations, is robust against non-differentiable objectives, and learns from prior samples to guide the search, leading to significant improvement in performance and sample efficiency. Our experiments on a diverse set of optimization tasks demonstrate that the advantages of DisCo-DSO become increasingly evident as problem complexity grows. In particular, we illustrate DisCo-DSO's superiority over the state-of-the-art methods for interpretable reinforcement learning with decision trees.",Association for the Advancement of Artificial Intelligence,openalex_api
Other (via OpenAlex),Digging Deeper with Deep RAM Networks,Andrew Wagner,2025,,10.15760/etd.4058,https://openalex.org/W7133340022,"While Deep Neural Networks (DNNs) have driven major breakthroughs in artificial intelligence, their internal complexity often makes their behavior hard to explain, resulting in the well-known “black box” dilemma. This thesis addresses the challenge of interpretability in DNNs and deep reinforcement learning (DRL) through two main contributions. In Part I, we revisit and extend the use of Deep RAM Networks (DRNs) within the Arcade Learning Environment (ALE), showing that, with modern architectures and careful hyperparameter tuning, RAM-based agents can achieve performance competitive with established pixel-based baselines on Atari 2600 games, while offering additional advantages for research and analysis. We also train and evaluate a hybrid agent, that integrates both RAM and pixel observations, demonstrating that in most games it outperforms agents relying on either modality alone. By leveraging the compact and Markovian nature of RAM observations, DRNs not only act as competitive agents, but also enable new forms of analysis, making them particularly well-suited for interpretability studies. In Part II, we dig deeper into agent behavior and DNN internals by introducing two general analysis and interpretability techniques. Trajectory Tracking provides a model-agnostic framework for examining long-term behavioral patterns, applicable to any reinforcement learning agent by querying basic trajectory attributes or attributes augmented by the user, within and across episodes. Neural Pathway Decomposition (NP-Decomp) offers a systematic approach for decomposing compact fully connected DNNs into their constituent neural pathways, tracing from input features and biases to final outputs. This method yields exact, context-specific attributions of how the collective of neural pathways influence an agent's decisions. While computationally intensive, this method reveals structural insights not likely to be obtained through other analysis methods. Applying these methods to DRN agents trained on games such as Breakout, we uncover insights invisible to score-based evaluation alone, such as the agent's lapses in learned behaviors, the behavioral consequences of epsilon-greedy exploration, and the influence of particular RAM addresses on action selection. Trajectory Tracking and NP-Decomp together enable a step from assessing merely what an agent achieves score-wise, towards understanding how and why it behaves as it does. By combining compact RAM-based architectures with deep analytical tools, this thesis lays the foundation for more transparent and interpretable reinforcement learning systems. Trajectory Tracking enables us to survey and explore the landscape of agent behavior over time, while NP-Decomp allows for the extraction of analytical core samples, cross-sections through the network's internal structure that reveal not just what decisions",,openalex_api
Other (via OpenAlex),Digging Deeper with Deep RAM Networks,Andrew J. Wagner,2025,PDXScholar (Portland State University),,https://openalex.org/W7127251441,"While Deep Neural Networks (DNNs) have driven major breakthroughs in artificial intelligence, their internal complexity often makes their behavior hard to explain, resulting in the well-known “black box” dilemma. This thesis addresses the challenge of interpretability in DNNs and deep reinforcement learning (DRL) through two main contributions. In Part I, we revisit and extend the use of Deep RAM Networks (DRNs) within the Arcade Learning Environment (ALE), showing that, with modern architectures and careful hyperparameter tuning, RAM-based agents can achieve performance competitive with established pixel-based baselines on Atari 2600 games, while offering additional advantages for research and analysis. We also train and evaluate a hybrid agent, that integrates both RAM and pixel observations, demonstrating that in most games it outperforms agents relying on either modality alone. By leveraging the compact and Markovian nature of RAM observations, DRNs not only act as competitive agents, but also enable new forms of analysis, making them particularly well-suited for interpretability studies. In Part II, we dig deeper into agent behavior and DNN internals by introducing two general analysis and interpretability techniques. Trajectory Tracking provides a model-agnostic framework for examining long-term behavioral patterns, applicable to any reinforcement learning agent by querying basic trajectory attributes or attributes augmented by the user, within and across episodes. Neural Pathway Decomposition (NP-Decomp) offers a systematic approach for decomposing compact fully connected DNNs into their constituent neural pathways, tracing from input features and biases to final outputs. This method yields exact, context-specific attributions of how the collective of neural pathways influence an agent's decisions. While computationally intensive, this method reveals structural insights not likely to be obtained through other analysis methods. Applying these methods to DRN agents trained on games such as Breakout, we uncover insights invisible to score-based evaluation alone, such as the agent's lapses in learned behaviors, the behavioral consequences of epsilon-greedy exploration, and the influence of particular RAM addresses on action selection. Trajectory Tracking and NP-Decomp together enable a step from assessing merely what an agent achieves score-wise, towards understanding how and why it behaves as it does. By combining compact RAM-based architectures with deep analytical tools, this thesis lays the foundation for more transparent and interpretable reinforcement learning systems. Trajectory Tracking enables us to survey and explore the landscape of agent behavior over time, while NP-Decomp allows for the extraction of analytical core samples, cross-sections through the network's internal structure that reveal not just what decisions an agent makes, but how those decisions emerge from the collective influence of many neural pathways.",Portland State University,openalex_api
SpringerLink (via OpenAlex),A systematic review of human-centered explainability in reinforcement learning: transferring the RCC framework to support epistemic trustworthiness,Maximilian Moll; John Dorsch,2025,Human-Intelligent Systems Integration,10.1007/s42454-025-00084-w,https://openalex.org/W4414756490,"Abstract This paper presents a systematic review of explainable reinforcement learning methodologies with an emphasis on human-centered evaluation frameworks. Drawing from literature between 2017 and 2025, we apply and extend the Reasons, Confidence, and Counterfactuals (RCC) framework—originally designed for supervised learning—to reinforcement learning contexts. Our analysis reveals two predominant explanatory strategies: constructive, where explicit explanations are generated, and supportive, where users must infer reasoning from provided visual or textual cues. Our review also emphasizes human factor considerations, like task complexity, explanation formats, and evaluation methodologies. Particularly, for the latter, our analysis shows that improvement of the quality of decision is rarely measured.",Springer Science+Business Media,openalex_api
SpringerLink (via OpenAlex),Explainable reinforcement learning (XRL): a systematic literature review and taxonomy,Yanzhe Bekkemoen,2023,Machine Learning,10.1007/s10994-023-06479-7,https://openalex.org/W4389131286,"Abstract In recent years, reinforcement learning (RL) systems have shown impressive performance and remarkable achievements. Many achievements can be attributed to combining RL with deep learning. However, those systems lack explainability, which refers to our understanding of the system’s decision-making process. In response to this challenge, the new explainable RL (XRL) field has emerged and grown rapidly to help us understand RL systems. This systematic literature review aims to give a unified view of the field by reviewing ten existing XRL literature reviews and 189 XRL studies from the past five years. Furthermore, we seek to organize these studies into a new taxonomy, discuss each area in detail, and draw connections between methods and stakeholder questions (e.g., “how can I get the agent to do _?”). Finally, we look at the research trends in XRL, recommend XRL methods, and present some exciting research directions for future research. We hope stakeholders, such as RL researchers and practitioners, will utilize this literature review as a comprehensive resource to overview existing state-of-the-art XRL methods. Additionally, we strive to help find research gaps and quickly identify methods that answer stakeholder questions.",Springer Science+Business Media,openalex_api
ACM Digital Library (via OpenAlex),Explainable Reinforcement Learning: A Survey and Comparative Review,Stephanie Milani; Nicholay Topin; Manuela Veloso; Fei Fang,2023,ACM Computing Surveys,10.1145/3616864,https://openalex.org/W4386193536,"Explainable reinforcement learning (XRL) is an emerging subfield of explainable machine learning that has attracted considerable attention in recent years. The goal of XRL is to elucidate the decision-making process of reinforcement learning (RL) agents in sequential decision-making settings. Equipped with this information, practitioners can better understand important questions about RL agents (especially those deployed in the real world), such as what the agents will do and why. Despite increased interest, there exists a gap in the literature for organizing the plethora of papers—especially in a way that centers the sequential decision-making nature of the problem. In this survey, we propose a novel taxonomy for organizing the XRL literature that prioritizes the RL setting. We propose three high-level categories: feature importance, learning process and Markov decision process, and policy-level. We overview techniques according to this taxonomy, highlighting challenges and opportunities for future work. We conclude by using these gaps to motivate and outline a roadmap for future work.",Association for Computing Machinery,openalex_api
Other (via OpenAlex),π-Light: Programmatic Interpretable Reinforcement Learning for Resource-Limited Traffic Signal Control,Yin Gu; Kai Zhang; Qi Liu; Weibo Gao; Longfei Li; Jun Zhou,2024,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v38i19.30103,https://openalex.org/W4393161217,"The recent advancements in Deep Reinforcement Learning (DRL) have significantly enhanced the performance of adaptive Traffic Signal Control (TSC). However, DRL policies are typically represented by neural networks, which are over-parameterized black-box models. As a result, the learned policies often lack interpretability, and cannot be deployed directly in the real-world edge hardware due to resource constraints. In addition, the DRL methods often exhibit limited generalization performance, struggling to generalize the learned policy to other geographical regions. These factors limit the practical application of learning-based approaches. To address these issues, we suggest the use of an inherently interpretable program for representing the control policy. We present a new approach, Programmatic Interpretable reinforcement learning for traffic signal control (π-light), designed to autonomously discover non-differentiable programs. Specifically, we define a Domain Specific Language (DSL) and transformation rules for constructing programs, and utilize Monte Carlo Tree Search (MCTS) to find the optimal program in a discrete space. Extensive experiments demonstrate that our method consistently outperforms baseline approaches. Moreover, π-Light exhibits superior generalization capabilities compared to DRL, enabling training and evaluation across intersections from different cities. Finally, we analyze how the learned program policies can directly deploy on edge devices with extremely limited resources.",Association for the Advancement of Artificial Intelligence,openalex_api
Other (via OpenAlex),Interpretable Reinforcement Learning of Behavior Trees,Chenjing Zhao; Chuanshuai Deng; Zhouquan Liu; Jiexin Zhang; Yunlong Wu; Yanzhen Wang; Xiaodong Yi,2023,,10.1145/3587716.3587798,https://openalex.org/W4386505803,"The interpretability of reinforcement learning (RL) algorithms has become one of the significant challenges for artificial intelligence (AI) researchers. Behavior Trees (BTs) have enabled developers to design AI policies visually and comprehend the agent’s behaviors in robotics and computer games. Combining their strengths, researchers have proposed to utilize the RL algorithm to generate BTs to present learned policies automatically. Existing methods are devoted to the incremental generation or modification of pre-designed BTs. These efforts necessitate specialized knowledge and the manual design of initial BTs. In this paper, we present intelligent generation methods that directly represent the policies generated by Q-learning and its derived algorithms in the form of BTs to enhance the interpretability of RL. We investigate the tradeoff between the size and performance of BTs while attaining interpretability, intending to obtain balanced policies that are easy to comprehend and good in performance. Evaluations in several classic OpenAI Gym environments validate the effectiveness of our methods.",,openalex_api
arXiv,Methodology for Interpretable Reinforcement Learning for Optimizing Mechanical Ventilation,Joo Seung Lee; Malini Mahendra; Anil Aswani,2024,arXiv (Cornell University),10.48550/arxiv.2404.03105,https://openalex.org/W4394007173,"Mechanical ventilation is a critical life support intervention that delivers controlled air and oxygen to a patient's lungs, assisting or replacing spontaneous breathing. While several data-driven approaches have been proposed to optimize ventilator control strategies, they often lack interpretability and alignment with domain knowledge, hindering clinical adoption. This paper presents a methodology for interpretable reinforcement learning (RL) aimed at improving mechanical ventilation control as part of connected health systems. Using a causal, nonparametric model-based off-policy evaluation, we assess RL policies for their ability to enhance patient-specific outcomes-specifically, increasing blood oxygen levels (SpO2), while avoiding aggressive ventilator settings that may cause ventilator-induced lung injuries and other complications. Through numerical experiments on real-world ICU data from the MIMIC-III database, we demonstrate that our interpretable decision tree policy achieves performance comparable to state-of-the-art deep RL methods while outperforming standard behavior cloning approaches. The results highlight the potential of interpretable, data-driven decision support systems to improve safety and efficiency in personalized ventilation strategies, paving the way for seamless integration into connected healthcare environments.",Cornell University,openalex_api
arXiv,Evaluating Interpretable Reinforcement Learning by Distilling Policies into Programs,"Hector Kohler; Quentin Delfosse; Waris Radji; Riad Akrour; Preux, Philippe",2025,arXiv (Cornell University),10.48550/arxiv.2503.08322,https://openalex.org/W4414577885,"There exist applications of reinforcement learning like medicine where policies need to be ''interpretable'' by humans. User studies have shown that some policy classes might be more interpretable than others. However, it is costly to conduct human studies of policy interpretability. Furthermore, there is no clear definition of policy interpretabiliy, i.e., no clear metrics for interpretability and thus claims depend on the chosen definition. We tackle the problem of empirically evaluating policies interpretability without humans. Despite this lack of clear definition, researchers agree on the notions of ''simulatability'': policy interpretability should relate to how humans understand policy actions given states. To advance research in interpretable reinforcement learning, we contribute a new methodology to evaluate policy interpretability. This new methodology relies on proxies for simulatability that we use to conduct a large-scale empirical evaluation of policy interpretability. We use imitation learning to compute baseline policies by distilling expert neural networks into small programs. We then show that using our methodology to evaluate the baselines interpretability leads to similar conclusions as user studies. We show that increasing interpretability does not necessarily reduce performances and can sometimes increase them. We also show that there is no policy class that better trades off interpretability and performance across tasks making it necessary for researcher to have methodologies for comparing policies interpretability.",Cornell University,openalex_api
SpringerLink (via OpenAlex),Surrogate Fitness Metrics for Interpretable Reinforcement Learning,Philipp J. Altmann; Céline Davignon; Maximilian Zorn; Fabian Ritz; Claudia Linnhoff-Popien; Thomas Gabor,2026,SN Computer Science,10.1007/s42979-026-04884-y,https://openalex.org/W7143309907,"Abstract We employ an evolutionary optimization framework that perturbs initial states to generate informative and diverse reinforcement learning (RL) policy demonstrations. A surrogate fitness function guides the optimization by combining local diversity, behavioral certainty, and global population diversity. To assess demonstration quality, we apply a set of evaluation metrics, including the reward-based optimality gap, fidelity interquartile means (IQMs), fitness composition analysis, and trajectory visualizations. Hyperparameter sensitivity is also examined to better understand the dynamics of trajectory optimization. Our findings demonstrate that optimizing trajectory selection via surrogate fitness metrics significantly improves the interpretability of RL policies in both discrete and continuous environments. In gridworld domains, evaluations reveal significantly enhanced demonstration fidelities compared to random and ablated baselines. In continuous control, the proposed framework provides valuable insights, particularly for early-stage policies, whereas fidelity-based optimization is more effective for mature policies. By refining and systematically analyzing surrogate fitness functions, this study advances the interpretability of RL models. The proposed improvements provide deeper insights into RL decision-making, benefiting applications in safety-critical and explainability-focused domains.",Springer Nature,openalex_api
ACM Digital Library (via OpenAlex),Explainable Reinforcement Learning: A Survey and Comparative Review,Stephanie Milani; Nicholay Topin; Manuela Veloso; Fei Fang,2023,ACM Computing Surveys,10.1145/3616864,https://openalex.org/W4386193536,"Explainable reinforcement learning (XRL) is an emerging subfield of explainable machine learning that has attracted considerable attention in recent years. The goal of XRL is to elucidate the decision-making process of reinforcement learning (RL) agents in sequential decision-making settings. Equipped with this information, practitioners can better understand important questions about RL agents (especially those deployed in the real world), such as what the agents will do and why. Despite increased interest, there exists a gap in the literature for organizing the plethora of papers—especially in a way that centers the sequential decision-making nature of the problem. In this survey, we propose a novel taxonomy for organizing the XRL literature that prioritizes the RL setting. We propose three high-level categories: feature importance, learning process and Markov decision process, and policy-level. We overview techniques according to this taxonomy, highlighting challenges and opportunities for future work. We conclude by using these gaps to motivate and outline a roadmap for future work.",Association for Computing Machinery,openalex_api
